source_report_date,export_loaded_at_utc,Event Date,App Name,App Apple ID,Subscription Name,Subscription Apple ID,Subscription Group ID,Standard Subscription Duration,Subscription Offer Name,Promotional Offer ID,Subscription Offer Type,Subscription Offer Duration,Marketing Opt-In Duration,Customer Price,Customer Currency,Developer Proceeds,Proceeds Currency,Preserved Pricing,Proceeds Reason,Client,Device,Country,Subscriber ID,Subscriber ID Reset,Refund,Purchase Date,Units
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,770498762128874,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,644566715221977,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,700505698694195,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,609631708037431,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,497564558657399,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,665586876659644,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,616641623999697,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,616621821109051,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,Apple TV,TR,784415101955620,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPad,TR,777566105300945,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,532606756646673,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,791482312399669,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,658513255739299,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,567650592214673,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,266658882084443,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,203667951303630,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,196621267436631,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,189720916923260,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,259750986495016,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,9.99,EUR,7.14,EUR, ,Rate After One Year, ,iPhone,DE,203674583568213,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,Free Trial,7 Days,,0.00,TRY,0.00,TRY, , , ,iPhone,TR,511603241991207,Yes,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-16,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,679491984577212,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,39.99,AED,32.37,AED, ,Rate After One Year, ,iPhone,AE,553408728190180,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,224759964497182,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,651559321700779,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,609641948097499,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,273701316428367,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,462626788380773,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,602645811864966,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,644566583368626,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,777541644044846,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,637494456270576,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,448661186860126,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,658497833151937,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,616630119389699,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,441689010024131,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,Apple TV,TR,539499326457037,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPad,TR,462606125258937,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPad,TR,217710920786172,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-03,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,434660502789851,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,259734914512726,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,784465417782573,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,609639818931173,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,784474537342113,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,525642120577002,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,266689260372740,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,665597359214643,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,518485437810209,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,196606418677216,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,581607681097501,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,266682912076849,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,462643017531494,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,448666896195086,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,784479513637983,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,630578029401721,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,665572698449983,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,665589881480967,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,10.00,CHF,7.86,CHF, ,Rate After One Year, ,iPhone,CH,616614214480917,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,602637380378644,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,490573237078850,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,700491410911532,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,189730528343029,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,693479216391859,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,525646071798143,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,483599420297261,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,217695120640650,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,441699377635532,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,273717109301113,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,273705270760882,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,497587175869534,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,546559810767504,Yes,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,644558879688817,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,609630834292650,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,469605748118726,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,532606749404242,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,609633302857476,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,791470815705530,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,497585676612852,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,217708008402411,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,Free Trial,7 Days,,0.00,RUB,0.00,RUB, , , ,iPhone,RU,490606997580877,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,Free Trial,7 Days,,0.00,USD,0.00,USD, , , ,iPhone,US,693514382984467,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPad,TR,665585756028503,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPad,TR,609643283770481,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPad,TR,532612159929544,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,Free Trial,7 Days,,0.00,TRY,0.00,TRY, , , ,iPad,TR,651575402831425,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-04,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,770504612110088,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,217730437768622,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,637499869294045,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,553432960738289,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,476567385804848,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,476593526337805,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,623581493004311,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,595624239657897,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,595620165435199,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,476596161476108,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,490570109673968,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,427553849800254,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,252665254910882,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,644557934745818,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,167.56,TRY, ,Rate After One Year, ,iPhone,TR,497573027049527,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,497584177604194,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,161699621256420,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-21,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,630594841978824,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-20,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPad,TR,553434166228295,,,,1
2026-06-20,2026-06-22T12:24:15.494756+00:00,2026-06-08,GAİN,1516180910,Aylık Abonelik,1557673111,20736150,1 Month,,,,,,249.00,TRY,137.99,TRY, , , ,iPhone,TR,210603167887499,,,,1
