Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Package ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer,Base Plan or Purchase Option ID,Offer ID,Group ID,First USD 1M Eligible,Promotion ID,Coupon Value,Discount Rate,Featured Product ID,Price Experiment ID,Sales Channel,source_zip,source_csv,order_charged_date_parsed
GPA.3347-6662-5967-02904..9,2026-04-01,1775005051,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,marmara,BURSA,16600,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3363-2715-8966-78949..16,2026-04-01,1775005247,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3372-0313-3978-25633..20,2026-04-01,1775005336,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3340-9720-8393-14460..8,2026-04-01,1775005418,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3339-8788-1744-66039..2,2026-04-01,1775005465,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3329-5141-3029-93594..10,2026-04-01,1775005479,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3349-5303-9098-87889..12,2026-04-01,1775005547,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3389-9798-6252-25265..11,2026-04-01,1775005564,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,Selçuklu,KONYA,42000,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3378-9222-7017-22540..17,2026-04-01,1775005579,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,34000,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3377-0480-9665-24524..4,2026-04-01,1775005638,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3308-2648-5674-09630..11,2026-04-01,1775005790,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,06100,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3363-5050-1523-41668..7,2026-04-01,1775005849,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3383-3932-4761-46763..11,2026-04-01,1775005862,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3335-3051-9139-12235..23,2026-04-01,1775005871,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3354-4923-3451-09371..4,2026-04-01,1775005912,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3340-7790-1712-69024..8,2026-04-01,1775005947,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3323-6348-8480-37983..10,2026-04-01,1775006110,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3345-3944-7002-35797..9,2026-04-01,1775006347,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,Türkiye,İSTANBUL,34980,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3380-6012-0093-16047..10,2026-04-01,1775006409,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,34000,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3379-8123-2988-69487..5,2026-04-01,1775006603,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,Dogu Ana Dolu,ERZURUM,25000,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3373-4865-5074-84320..6,2026-04-01,1775006826,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3313-0011-5736-79478..5,2026-04-01,1775007007,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3363-8747-2248-20034..8,2026-04-01,1775007056,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,Marmara,BILECIK,11300,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3366-9780-5538-08581..10,2026-04-01,1775007148,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3379-1622-9925-20399..1,2026-04-01,1775007406,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,34000,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3388-1234-3338-11382..14,2026-04-01,1775007588,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3358-3845-8438-89101..10,2026-04-01,1775007763,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3313-1046-6647-41808..2,2026-04-01,1775007835,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3398-8902-9926-94414..19,2026-04-01,1775007862,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,Anadolu,İSTANBUL,34903,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3317-3678-8796-90925..14,2026-04-01,1775007877,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,İzmit,KOCAELI,41190,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3346-3165-8719-27137..17,2026-04-01,1775008091,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,Anadolu Yakası,İSTANBUL,34840,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3371-8445-1191-94587..6,2026-04-01,1775008276,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3349-4236-4534-88523..10,2026-04-01,1775008286,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,Karadeniz,GIRESUN,28340,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3325-1356-1405-63511..7,2026-04-01,1775008393,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,Istanbul,,34740,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3395-4849-2136-01893..10,2026-04-01,1775008473,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3334-1786-3957-69900..0,2026-04-01,1775008477,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3359-7704-3520-24118,2026-04-01,1775008690,Charged,tanzanite,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,In-app,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3307-7848-5925-31632..4,2026-04-01,1775008749,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,istanbul,,34500,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3356-8320-4200-32609..6,2026-04-01,1775008874,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3365-6454-4521-52733..4,2026-04-01,1775008969,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,11300,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3346-0868-9833-25406..22,2026-04-01,1775009029,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,07160,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3311-8810-7590-91620..23,2026-04-01,1775009042,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,48000,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3386-0393-6964-55124..21,2026-04-01,1775009372,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,59500,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3350-9076-8431-96393..14,2026-04-01,1775009514,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,41400,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3350-4613-5553-33739..15,2026-04-01,1775009793,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,İstanbul,İSTANBUL,34000,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3381-2076-2021-60438..12,2026-04-01,1775009803,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3309-9070-5722-53746..24,2026-04-01,1775010166,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,ankara,,06000,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3340-7645-9513-34582..21,2026-04-01,1775010180,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3389-5857-1322-66656..5,2026-04-01,1775010256,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,Atakum,SAMSUN,55200,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3366-1862-0584-39640..4,2026-04-01,1775010282,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3309-6664-2599-23642..7,2026-04-01,1775010753,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3358-1715-1781-72926..10,2026-04-01,1775010861,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3373-2805-0716-01678..11,2026-04-01,1775010875,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,34225,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3395-2760-9151-88432..8,2026-04-01,1775011225,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3329-1084-0732-52479..10,2026-04-01,1775011292,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3334-9569-2348-51502..15,2026-04-01,1775011331,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3329-9574-2969-91486..13,2026-04-01,1775011513,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,Adana,,01150,TR,p1m,,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3307-3194-3613-61793..10,2026-04-01,1775011878,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
GPA.3363-0130-5833-15823..0,2026-04-01,1775011989,Charged,,Aylık Abonelik (GAİN),com.trgain.mikrogain,Subscription,169566_158677,TRY,207.50,41.50,249.00,,,,TR,p1m,free-trial-7-day,4992198440023195765,Yes,,,,,,,sales/salesreport_202604.zip,salesreport_202604.csv,2026-04-01
